rest_type,rest_name,rest_score,rest_votes,rest_reviews,rest_cuisine,rest_zone,rest_addressrest_cost,rest_timings,rest_featured_in,rest_call
['Casual Dining'],['Hotel Cafe Deluxe'],['2.8'],['8 votes'],['3 reviews'],"['Chinese', 'North Indian']",['Veera Desai Area'],"['Near Chitralekha House, Veera Desai Road, Veera Desai Area, Mumbai']",['\xe2\x82\xb9300'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 9820687044, +91 9833360350']"
['empty'],['Landmark Kitchen'],['3.0'],['5 votes'],['4 reviews'],['North Indian'],['Goregaon East'],"['Landmark Party Hall, Sai Baba Complex, Near Oberoi Woods & Oberoi International School, Goregaon East, Mumbai']",['\xe2\x82\xb9400'],['empty'],['empty'],"['022 28424444, 022 28401648']"
['Casual Dining'],['Cafe Ijmima'],['2.8'],['9 votes'],['4 reviews'],"['North Indian', 'South Indian', 'Street Food']",['Malad West'],"['34/335, Ijmima Complex, Raheja Metroplex, Behind Goregaon Sports Club, Link Road, Malad West, Mumbai']",['\xe2\x82\xb9300'],['10 AM to 8 PM (Mon-Sun)'],['empty'],"['+91 9004354192, +91 9167148339']"
['Casual Dining'],['Sunset Chinese'],['-'],['empty'],['1 Review'],['Chinese'],['Mahim'],"['222, Cadel Road, Near Hinduja Hospital, Jehangir Baug, Mahim, Mumbai']",['\xe2\x82\xb9600'],"['12 Noon to 3:30 PM, 7 PM to 11:45 PM (Mon-Sun)']",['empty'],['022 33716046']
['Casual Dining'],['Radha Krishna'],['3.0'],['6 votes'],['2 reviews'],"['North Indian', 'Chinese', 'South Indian', 'Street Food']",['Mira Road'],"['1/1, Saraogi Avenue, Opposite Kanakia Police Station, Mira Road, Mumbai']",['\xe2\x82\xb9350'],['8:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 64208733, 022 64208723']"
['Casual Dining'],['Mayur Fine N Dine'],['3.0'],['14 votes'],['5 reviews'],"['North Indian', 'Chinese', 'Malwani']",['Kalwa'],"['Mumbai Pune Road, Kharegaon Naka, Kalwa West, Mumbai, Kalwa, Mumbai']",['\xe2\x82\xb9550'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 25425413, 022 65985870']"
['Casual Dining'],['Swarajya Lunch Home'],['3.0'],['8 votes'],['6 reviews'],"['North Indian', 'Chinese', 'Malwani']",['Dadar West'],"['69, Irani Building, Gokhale Road, Dadar West, Mumbai']",['\xe2\x82\xb9500'],"['11:30 AM to 4:30 PM, 7:30 PM to 1:30 AM (Mon-Sun)']",['empty'],"['022 24224523, +91 8108653043']"
['Casual Dining'],['Sahil Food Plaza'],['-'],['empty'],['empty'],['Maharashtrian'],['Dombivali East'],"['Central Plaza,Hanuman Mandir Saghaon Manpada Road, Saghav, Dombivali East, Mumbai']",['\xe2\x82\xb9400'],['9:30 AM to 11:30 PM (Mon-Sun)'],['empty'],['+91 9594351441']
['Food Court'],['Kamats Restaurant'],['3.1'],['4 votes'],['3 reviews'],"['South Indian', 'Fast Food']",['Dombivali East'],"['Food Court, Xperia Mall, Kalyan Shilphata Road, Usarghar Gaon, Thane-Dist, Dombivali, Dombivali East, Mumbai']",['\xe2\x82\xb9400'],['8 AM to 11 PM (Mon-Sun)'],['empty'],['+91 8898889184']
['Casual Dining'],['Hotel Anand Bhavan'],['2.9'],['7 votes'],['3 reviews'],"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",['Sakinaka'],"['Jarimari, Kurla Andheri Road, Sakinaka, Mumbai']",['\xe2\x82\xb9250'],['7 AM to 12:30 AM (Mon-Sun)'],['T&C'],"['022 28510695, 077 38682005']"
['Quick Bites'],['Aahar'],['3.1'],['7 votes'],['2 reviews'],"['North Indian', 'Street Food']",['Grant Road'],"['Seva Sadan Society, Nana Chowk, Grant Road, Mumbai']",['\xe2\x82\xb9200'],['8:30 AM to 9 PM (Mon-Sun)'],['empty'],['022 23808005']
['Casual Dining'],['Chop Stick'],['3.0'],['9 votes'],['6 reviews'],['Chinese'],['Vasai'],"['25 Galaxy, Agarwal Complex, Kaul City, Vasai West, Vasai, Mumbai']",['\xe2\x82\xb9500'],"['12 Noon to 2:30 PM, 7 PM to 11:15 PM (Mon-Sun)']",['empty'],"['+91 9823232007, +91 9890745486']"
['Casual Dining'],['Chinese Treat'],['3.0'],['8 votes'],['6 reviews'],['Chinese'],['Seawoods'],"['81, Bhavani Apartment, Near Dena Bank, Sector 44, Seawoods, Navi Mumbai']",['\xe2\x82\xb9400'],"['1 PM to 3 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 39102647, +91 8655476869']"
['Casual Dining'],['Shooters - Ramada Palmgrove'],['3.0'],['14 votes'],['4 reviews'],['Finger Food'],"['Ramada Plaza Palm Grove, Juhu']","['Ramada Hotel Palm Grove, Juhu Beach Road, Juhu, Mumbai']","['\xe2\x82\xb92,000']",['11:30 AM to 12:30 AM (Mon-Sun)'],['T&C'],"['022 67371600, 022 26112323']"
['Casual Dining'],['Shrikrishna Dining'],['3.2'],['9 votes'],['4 reviews'],"['North Indian', 'Maharashtrian']",['Dadar West'],"['1st Floor, Gokul Niwas, Building 3, Ranade Road, Dadar West, Mumbai']",['\xe2\x82\xb9500'],"['11:30 AM to 3:30 PM, 7:30 PM to 10:30 PM (Mon-Sun)']",['empty'],"['022 24327836, +91 9930071319']"
['empty'],['ACS'],['2.7'],['8 votes'],['7 reviews'],"['North Indian', 'Chinese', 'Biryani']","['Majiwada, Thane West']","['Hotel Kwality Punjab, Kapurbawdi Junction, Majiwada, Thane West']",['\xe2\x82\xb9500'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 65552540, +91 9987266644']"
['Quick Bites'],['Hotel Gurudev'],['3.0'],['6 votes'],['4 reviews'],"['Chinese', 'Fast Food', 'North Indian', 'South Indian']",['Bhandup'],"['LBS Marg,Near State Bank, BTM Compound, Bhandup West, Mumbai']",['\xe2\x82\xb9350'],['8 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 25968700, 022 25969294']"
['Casual Dining'],['Essence - Comfort Inn Heritage'],['-'],['empty'],['2 reviews'],"['Continental', 'Beverages', 'Cafe', 'Desserts', 'North Indian', 'Salad', 'Mughlai', 'Asian']","['Comfort Inn Heritage, Byculla']","['Hotel Comfort Inn Heritage, Sant Savta Marg, Byculla, Mumbai']","['\xe2\x82\xb91,200']",['7 AM to 11:30 PM (Mon-Sun)'],"['Sumptuous buffet dinner with an array of Starters, Soups, Salads, Main Courses and Desserts @Rs.699/- plus tax per person']",['022 33716081']
['Casual Dining'],['Star of Kamani'],['2.9'],['8 votes'],['4 reviews'],"['Chinese', 'North Indian', 'Mughlai']",['Kurla'],"['Andheri Kurla Road, Near Kamani Signal, Kurla West, Kurla, Mumbai']",['\xe2\x82\xb9450'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['022 25038763, 022 25038765']"
['Casual Dining'],['The Darkroom'],['-'],['empty'],['3 reviews'],"['Chinese', 'Continental']","['7 Bungalows, Andheri West']","['Shop 11, 1st Floor, Juhu Versova Link Road, Near Shiv Sena Shaka, 7 Bungalows, Andheri West']",['\xe2\x82\xb9700'],['10 AM to 1:30 AM (Mon-Sun)'],['empty'],['+91 9930702683']
['Casual Dining'],['D.R Restaurant'],['3.0'],['13 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Virar'],"['Dongar Pada Talav, Virar West, Virar, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 8554879111, +91 8554879222']"
['Casual Dining'],['Ashok'],['2.7'],['8 votes'],['5 reviews'],"['North Indian', 'Fast Food', 'South Indian', 'Chinese', 'Beverages']",['Mira Road'],"['1-3, Vasudev Arcade, Near Galaxy Hospital, Laxmi Park, Kanakia Road, Mira Road, Mumbai']",['\xe2\x82\xb9550'],['9 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 65550509, +91 9167544521']"
['empty'],['Bluezz'],['-'],['empty'],['2 reviews'],"['North Indian', 'Chinese', 'Biryani']","['Andheri Lokhandwala, Andheri West']","['17, Mayfair Building, Oberoi Complex, Near Laxmi Industry, Andheri Lokhandwala, Andheri West']",['\xe2\x82\xb9400'],['11 AM to 11 PM (Mon-Sun)'],['Get 10% off all home-delivery orders above Rs. 150. Valid only when you order online on Zomato.'],"['+91 9167077655, +91 9892404026']"
['Casual Dining'],['Cafe Amar'],['3.0'],['9 votes'],['6 reviews'],"['North Indian', 'Chinese', 'Beverages']",['Chembur'],"['Amar Cinema Compound, WTP Marg, Chembur, Mumbai']",['\xe2\x82\xb9450'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],['022 25209111']
['Casual Dining'],['Sai Satkar'],['2.9'],['6 votes'],['2 reviews'],"['Chinese', 'North Indian', 'Street Food', 'Biryani', 'Fast Food']",['Vashi'],"['A1, Mahavir Market, Sector 18, Vashi, Navi Mumbai']",['\xe2\x82\xb9450'],['7 AM to 11 PM (Mon-Sun)'],['empty'],"['022 27888344, 022 27891243']"
['Casual Dining'],['Malvani Hotel'],['-'],['empty'],['3 reviews'],"['Chinese', 'North Indian', 'Malwani']",['Chakala'],"['Abdul Chawl, Near Jaising Co, Opposite Kotak Bank, Chakala Road, Chakala, Mumbai']",['\xe2\x82\xb9350'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],['022 28229992']
['Casual Dining'],['AP - Kitchen & Bar'],['3.0'],['6 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Nalasopara'],"['New Saraswati CHS, Chandresh Lodha Marg, Near Chandan Naka, Nalasopara East, Nalasopara, Mumbai']",['\xe2\x82\xb9600'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['0250 6515999, +91 9321115999']"
['Caf\xc3\xa9'],['Tea Lounge - Ramee Guestline Hotel'],['2.8'],['17 votes'],['5 reviews'],"['Cafe', 'Bakery']","['Ramee Guestline Hotel, Dadar']","['Ramee Guestline Hotel, Kohinoor Road, Swami Gyan Jivandas Marg, Dadar East, Mumbai']","['\xe2\x82\xb91,000']",['24 Hours (Mon-Sun)'],['empty'],"['022 24115353, 022 24115657']"
['Casual Dining'],"[""Mamma's Kitchen""]",['3.0'],['6 votes'],['5 reviews'],['Chinese'],['Nerul'],"['Fancy Market, Sector-15, Nerul East, Nerul, Navi Mumbai']",['\xe2\x82\xb9500'],"['11:30 AM to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)']",['empty'],"['022 65006664, +91 9029946664']"
['Casual Dining'],['Aahar'],['Temporarily Closed'],['empty'],['4 reviews'],"['Bengali', 'North Indian']","['Hiranandani Estate, Thane West']","['Shop No. - 13, Garden Court, Opposite Vasan Leela(F-7), Wagbhil, Hiranandani Estate, Thane West Thane West Hiranandani Estate, Hiranandani Estate, Thane West']",['\xe2\x82\xb9450'],['empty'],['empty'],"['022 41312030, +91 9930299717']"
['Quick Bites'],['Arabian Express'],['2.9'],['5 votes'],['3 reviews'],['Lebanese'],['Byculla'],"['7 B Star Mansion, Next to Christ Church, Clare Road, Byculla, Mumbai']",['\xe2\x82\xb9250'],['3 PM to 12:30 AM (Mon-Sun)'],['empty'],"['022 65305786, 022 23093611']"
['Casual Dining'],['Suraahi Restaurant & Bar'],['2.9'],['17 votes'],['1 Review'],"['North Indian', 'Chinese', 'Mughlai']",['Bhayandar'],"['Navkirti Premises, Opposite Railway Station, Bhayandar East, Thane, Bhayandar, Mumbai']",['\xe2\x82\xb9500'],['12 Noon to 12:30 AM (Mon-Sun)'],['empty'],"['+91 7738006689, 022 28040801']"
['Quick Bites'],['MOC - Mad Over Chicken'],['3.2'],['10 votes'],['6 reviews'],['Fast Food'],['Malad West'],"['Unit 1, Orbit Co-operative Society Premises, Off Link Road, Chincholi Bunder, Opposite Grand Hometel, Malad West, Mumbai']",['\xe2\x82\xb9400'],['11 AM to 1 AM (Mon-Sun)'],['empty'],['022 40123800']
['Casual Dining'],['Harmeet Bar & Restaurant'],['2.7'],['10 votes'],['5 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Seafood']",['Marol'],"['Marol Fish Market, JB Nagar, Andheri Kurla Road, Marol, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28228600, 022 28356890']"
['Casual Dining'],['Cafe Lucky'],['2.9'],['7 votes'],['5 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Fast Food']",['Sakinaka'],"['Shop 1, Near Hari Masjid, Jarimari, Kurla Andheri Road, Sakinaka, Mumbai']",['\xe2\x82\xb9400'],['9 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28528909, 022 28561272']"
['Casual Dining'],['Sagar Restaurant & Bar'],['2.8'],['12 votes'],['2 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Seafood']",['Goregaon West'],"['Shree Niwas Building, MG Road, Goregaon West, Mumbai']",['\xe2\x82\xb9700'],['11 AM to 1 AM (Mon-Sun)'],['empty'],"['022 28762304, +91 8879398889']"
['Casual Dining'],['Hotel Yamuna'],['3.0'],['8 votes'],['1 Review'],"['North Indian', 'Seafood', 'Chinese', 'Mughlai']",['Ghatkopar East'],"['Building No. 185, Opposite SSS Technical High School, Pantnagar, Ghatkopar East, Mumbai']",['\xe2\x82\xb9550'],"['11 AM to 3 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 21022754, 022 21020258']"
['Quick Bites'],['Manisha Chinese Corner'],['2.7'],['11 votes'],['4 reviews'],"['Chinese', 'Seafood']",['Chembur'],"[""Near Satu's Sweets, Dr CG Road, Chembur Colony, Chembur, Mumbai""]",['\xe2\x82\xb9450'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 9323991877, 022 25538090']"
['Casual Dining'],['Sagar Chinese'],['3.0'],['7 votes'],['6 reviews'],['Chinese'],['Vasai'],"['Shop No.1, Bhavan Apartment, 100 Ft Road, Vasai, Mumbai']",['\xe2\x82\xb9400'],['11:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 7775997252, +91 9730401065']"
['Casual Dining'],['DNS Sea Shore'],['2.8'],['11 votes'],['6 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Biryani']",['Mira Road'],"['Poonam Sagar Complex, Oppsoite Sector 9, Mira Road East, Mira Road, Mumbai']",['\xe2\x82\xb9400'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28551919, +91 9819443345']"
['Quick Bites'],['Hunger Burst'],['-'],['empty'],['3 reviews'],['Fast Food'],['Malad West'],"['Shop 6, Cooperate Corner, Near Dalmia College, Sundar Nagar, Malad West, Mumbai']",['\xe2\x82\xb9300'],['8 AM to 10:30 PM (Mon-Sun)'],['empty'],['+91 8879942942']
['Casual Dining'],['Rajdhani Restaurant'],['3.0'],['4 votes'],['empty'],"['North Indian', 'Chinese', 'Mughlai']",['Near Andheri East Station'],"['BR Patil Chal, Opposite Rajat Company, Near Andheri East Station, Mumbai']",['\xe2\x82\xb9350'],['6 AM to 1 AM (Mon-Sun)'],['empty'],['022 28207932']
['Casual Dining'],['Neelkanth Restaurant'],['2.9'],['7 votes'],['5 reviews'],"['Chinese', 'Fast Food', 'North Indian', 'Biryani']","['Vasant Vihar, Thane West']","['Kokani Pada, Pokhran Road 2, Vasant Vihar, Thane West, Mumbai']",['\xe2\x82\xb9450'],"['11 AM to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 21730178, +91 8454962782']"
['Casual Dining'],['City Life Next'],['2.8'],['7 votes'],['5 reviews'],"['Chinese', 'North Indian']",['Powai'],"[""11, S & SD's Fast Food, Shristi Complex, Trisar Building, L & T Gate 7, Saki Vihar Road, Powai, Mumbai""]",['\xe2\x82\xb9500'],['11:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 28472277, +91 9323968447']"
['Casual Dining'],['Hotel Vrushali'],['2.9'],['6 votes'],['4 reviews'],"['Chinese', 'North Indian']",['Airoli'],"['Shop 30, Bhoomi Colossa, Sector-19, Airoli, Navi Mumbai']",['\xe2\x82\xb9300'],"['11:30 AM to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)']",['empty'],"['+91 7039394690, +91 8082221003']"
['Pub'],['Chez Nous - West End Hotel'],['2.9'],['6 votes'],['2 reviews'],['Continental'],"['West End Hotel, Marine Lines']","['West End Hotel, 45, Marine Lines, Mumbai']","['\xe2\x82\xb92,500']",['11:30 AM to 11:30 PM (Mon-Sun)'],['empty'],['022 22039121']
['Casual Dining'],['Madhukar'],['3.2'],['8 votes'],['5 reviews'],"['North Indian', 'Chinese']",['Vile Parle East'],"['Ground Floor, Bharat Kunj Cooperative Housing Society, Shraddhanand Road, Vile Parle East, Mumbai']",['\xe2\x82\xb9400'],"['12 Noon to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],['022 26700499']
['Casual Dining'],['Prithi'],['2.9'],['15 votes'],['3 reviews'],"['Chinese', 'North Indian', 'Seafood', 'Mughlai']",['Seawoods'],"['Bhakti Avenue, Sector 46/A, Seawoods, Navi Mumbai Nerul']",['\xe2\x82\xb9650'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['022 27723434, 022 64226352']"
['Casual Dining'],['Nirmal Anand'],['2.9'],['10 votes'],['7 reviews'],"['North Indian', 'South Indian', 'Chinese']",['Bhayandar'],"['Opposite Bhayandar Railway Station, Bhayandar East, Bhayandar, Mumbai']",['\xe2\x82\xb9600'],['9:30 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 9821038284, 022 28043107']"
['Casual Dining'],['Sai Chinese Center'],['3.0'],['6 votes'],['5 reviews'],['Chinese'],['Santacruz East'],"['Next to University Vidyanagari, Kalina Campus, Vidya Nagar, Santacruz East, Mumbai']",['\xe2\x82\xb9450'],"['12 Noon to 3 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 26526487, +91 9594074417']"
['Quick Bites'],['Gulistan'],['3.0'],['4 votes'],['4 reviews'],"['Chinese', 'Mughlai', 'North Indian']",['Kandivali West'],"['Shop No. 2, Ganesh Nagar, W. F Society, Old Link Road, Opposite Atharva College, Charkop, Kandivali West, Mumbai']",['\xe2\x82\xb9700'],['9:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 9867678260, +91 9967720464']"
['Casual Dining'],"[""Fatima's Goan Spice""]",['2.9'],['5 votes'],['3 reviews'],"['Chinese', 'Goan']",['Malad West'],"['Near Lotus Talav Rathodi, Marve Road, Malad West, Mumbai']",['\xe2\x82\xb9600'],['2:30 PM to 12 Midnight (Mon-Sun)'],['empty'],['022 28891669']
['empty'],['Nawab Express'],['3.1'],['6 votes'],['5 reviews'],['Biryani'],['Vikhroli'],"['3/1, Surya Nagar Petrol Pump, Gandhi Nagar, Vikhroli, Mumbai']",['\xe2\x82\xb9350'],"['11 AM to 3 PM, 7 PM to 11 PM (Mon-Sun)']",['Get 25% off all home-delivery. Valid only when you order online on Zomato.'],"['+91 7506387386, +91 7506387385']"
"['Quick Bites', ',', 'Dessert Parlor']",['Simply Delicious'],['2.9'],['12 votes'],['3 reviews'],"['Fast Food', 'Bakery']",['Sewri'],"['7 & 7A, Ground Floor, KK Industrial Estate, Opposite Dosti Flamingo, TJ Road, Sewri, Parel, Mumbai']",['\xe2\x82\xb9250'],['9:30 AM to 9:30 PM (Mon-Sun)'],['empty'],"['022 64224330, 022 65224331']"
['Quick Bites'],['Haazri'],['3.2'],['9 votes'],['7 reviews'],"['Tea', 'Fast Food']",['Lower Parel'],"['Ground Floor, Naman Midtown, Elphinstone West, Lower Parel, Mumbai']",['\xe2\x82\xb9300'],"['9 AM to 7 PM (Mon-Fri),9 AM to 4 PM (Sat),Closed (Sun)']",['empty'],['+91 8433805963']
['Casual Dining'],['Hotel New Zelam'],['3.1'],['8 votes'],['4 reviews'],"['South Indian', 'Fast Food', 'North Indian']",['Girgaum'],"['1, Hirabaug, C.P Tank Circle, Girgaum, Mumbai']",['\xe2\x82\xb9350'],['10 AM to 1 AM (Mon-Sun)'],['empty'],"['022 23828894, +91 8080247886']"
['Casual Dining'],"[""Sadhana's""]",['3.1'],['6 votes'],['3 reviews'],"['Chinese', 'Mughlai', 'North Indian', 'Seafood']",['Malad West'],"['Opposite Fire Brigade, Malwani Gate 1, Malad West, Mumbai']",['\xe2\x82\xb9550'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28811159, 022 28441341']"
['Quick Bites'],['Happy Tummy'],['2.8'],['4 votes'],['4 reviews'],['Fast Food'],"['Vasant Vihar, Thane West']","['Shop 10, Sunrise Shopping Complex, Near Hyde Park, Hiranandani Meadows, Vasant Vihar, Thane West']",['\xe2\x82\xb9300'],['11 AM to 11 PM (Mon-Sun)'],['Get 10% off all home-delivery orders above Rs. 150. Valid only when you order online on Zomato.'],"['+91 8424018789, +91 7678008789']"
['Quick Bites'],['#tagmyfood'],['3.0'],['6 votes'],['5 reviews'],"['Chinese', 'South Indian', 'North Indian', 'Fast Food', 'Street Food']",['Vikhroli'],"['1, Bharat House, Opposite Everest Masala, LBS Marg, Vikhroli, Mumbai']",['\xe2\x82\xb9500'],['10 AM to 10 PM (Mon-Sun)'],['empty'],['022 25782561']
['Quick Bites'],['Hotel Gajara'],['2.9'],['9 votes'],['3 reviews'],['Chinese'],['Ghatkopar East'],"['Opposite Marathi Vidyalaya, Pantnagar, Ghatkopar East, Mumbai']",['\xe2\x82\xb9300'],['11 AM to 12:30 AM (Mon-Sun)'],['empty'],"['+91 9969755964, +91 8879607109']"
['Casual Dining'],['Shraddha Fast Food'],['2.9'],['5 votes'],['2 reviews'],['Chinese'],['Ghatkopar East'],"['Near Gurudwara, 90 Feet Road, Pantnagar, Ghatkopar East, Mumbai']",['\xe2\x82\xb9450'],"['12:30 PM to 3:30 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],['+91 9892955168']
['Quick Bites'],['Food Spot'],['3.1'],['12 votes'],['2 reviews'],"['Fast Food', 'Beverages']",['Byculla'],"['Nagpada Police Station Junction, Opposite Rolex Hotel, M.S Ali Road, Byculla, Mumbai']",['\xe2\x82\xb9250'],['11:30 AM to 11 PM (Mon-Sun)'],['empty'],"['+91 9004956230, +91 9769437820']"
['Quick Bites'],['M.M. Dum Biryani Centre'],['3.0'],['8 votes'],['2 reviews'],['North Indian'],['Borivali West'],"['4, Bapu Nagar, Eksar Road, Borivali West, Mumbai']",['\xe2\x82\xb9250'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 9029990049, +91 9594640203']"
['Casual Dining'],['Agri Malhari Katta'],['3.1'],['9 votes'],['7 reviews'],"['Malwani', 'North Indian']",['Kandivali West'],"['Maruti Chawl, Opposite MG Road, Hindustan Naka, Kandivali West, Mumbai']",['\xe2\x82\xb9400'],['8:30 AM to 10:30 PM (Mon-Sun)'],['empty'],"['+91 9702221889, +91 9833189556']"
['Casual Dining'],['Silver Coin'],['3.0'],['9 votes'],['2 reviews'],"['Chinese', 'North Indian', 'Mughlai']",['Vikhroli'],"['Laxmi Estate, Tagore Nagar, Station Road, Vikhroli East, Vikhroli, Mumbai']",['\xe2\x82\xb9500'],['11:30 AM to 12:30 AM (Mon-Sun)'],['empty'],['022 25743376']
['Quick Bites'],['Shanti Kitchen'],['3.1'],['5 votes'],['4 reviews'],"['North Indian', 'Fast Food']","['Hiranandani Estate, Thane West']","['Shop 12, 1 Wing, Palacia, Hiranandani Estate, Thane West']",['\xe2\x82\xb9200'],"['Closed (Mon),9 AM to 2 PM, 5 PM to 10 PM (Tue-Sun)']",['empty'],['+91 9819018691']
['Quick Bites'],['g2g Lounge'],['3.1'],['8 votes'],['5 reviews'],['Fast Food'],['Dahisar East'],"['Near Kohinoor Complex, Dahisar East Highway, Dahisar East, Mumbai']","['\xe2\x82\xb91,200']",['9 AM to 3 AM (Mon-Sun)'],['empty'],"['+91 8898988226, +91 9819031880']"
['Casual Dining'],['Shreeraj'],['2.8'],['6 votes'],['4 reviews'],"['South Indian', 'North Indian', 'Street Food']",['Sanpada'],"['Shop no 10, Ramtanu Mauli,  Plot 98, Sector 1, Opposite Shiv Pooja Society, Sanpada, Navi Mumbai']",['\xe2\x82\xb9400'],['7 AM to 11 PM (Mon-Sun)'],['empty'],"['+91 8767302288, +91 8767402288']"
['Casual Dining'],['Amit Restaurant'],['2.5'],['8 votes'],['5 reviews'],"['North Indian', 'Chinese']",['Kharghar'],"['Vakratund Tower, Plot No.38, Sector-4, Belpada, Kharghar, Navi Mumbai']",['\xe2\x82\xb9400'],"['11 AM to 3:30 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],['+91 9699586276']
['Beverage Shop'],['Just Chill'],['3.0'],['5 votes'],['5 reviews'],"['Beverages', 'Fast Food']","['Maxus Mall, Bhayandar']","['2nd Floor, Maxus Mall, Near Flyover, Bhayandar West, Bhayandar, Mumbai']",['\xe2\x82\xb9350'],['11 AM to 11 PM (Mon-Sun)'],['empty'],['+91 9049535040']
['Casual Dining'],['Great Punjab Restaurant & Bar'],['3.0'],['9 votes'],['2 reviews'],"['Chinese', 'North Indian', 'Seafood']",['Kalyan'],"['Opposite Post Office, Station Road, Kalyan West, Kalyan, Mumbai']",['\xe2\x82\xb9450'],['11 AM to 12:30 AM (Mon-Sun)'],['empty'],"['0251 2210805, 0251 2322767']"
